timestamp,gateway_address,node_address,event_name,event_tag
2025-09-12T15:18:38.927947,0x24374C76B5CF8604,0xDBD14A8C2AB0CE32,NODE_JOINED,
2025-09-12T15:18:38.951889,0x24374C76B5CF8604,0xDF773BB80AF0C2F9,NODE_JOINED,
2025-09-12T15:18:39.009799,0x24374C76B5CF8604,0x93B9409637347BA4,NODE_JOINED,
2025-09-12T15:18:39.020768,0x24374C76B5CF8604,0xC82CA0F38D2A15E9,NODE_JOINED,
2025-09-12T15:18:39.056848,0x24374C76B5CF8604,0x0C9A20E2E5E6F54C,NODE_JOINED,
2025-09-12T15:18:39.079753,0x24374C76B5CF8604,0x9AB59A717BC7F74D,NODE_JOINED,
2025-09-12T15:18:39.240291,0x24374C76B5CF8604,0x038C701874C52B20,NODE_JOINED,
2025-09-12T15:18:39.331887,0x24374C76B5CF8604,0x588D2578218A459B,NODE_JOINED,
2025-09-12T15:18:39.355813,0x24374C76B5CF8604,0xDCE0471FD437E359,NODE_JOINED,
2025-09-12T15:18:39.395875,0x24374C76B5CF8604,0x15D5017AA3800F1E,NODE_JOINED,
2025-09-12T15:18:40.277797,0x24374C76B5CF8604,0xC3DC334F29158BC2,NODE_JOINED,
2025-09-12T15:18:40.324050,0x24374C76B5CF8604,0x2AD3880D2C9D1E8F,NODE_JOINED,
2025-09-12T15:18:40.335766,0x24374C76B5CF8604,0x40FC2256FB47388C,NODE_JOINED,
2025-09-12T15:18:40.369735,0x24374C76B5CF8604,0x7694C881B384EE03,NODE_JOINED,
2025-09-12T15:18:40.382796,0x24374C76B5CF8604,0xB962B4F6A50A6F76,NODE_JOINED,
2025-09-12T15:18:40.634914,0x24374C76B5CF8604,0x10A8355E7687831A,NODE_JOINED,
2025-09-12T15:18:40.647786,0x24374C76B5CF8604,0xDFD017EB417D107C,NODE_JOINED,
2025-09-12T15:18:40.658794,0x24374C76B5CF8604,0xE37BBA04F9D3FE89,NODE_JOINED,
2025-09-12T15:18:40.716758,0x24374C76B5CF8604,0x1A836AA1A5524991,NODE_JOINED,
2025-09-12T15:18:40.751673,0x24374C76B5CF8604,0x6B46BAF4D7A85A28,NODE_JOINED,
2025-09-12T15:18:41.234876,0x24374C76B5CF8604,0x35CE7BC91E0F3535,NODE_JOINED,
2025-09-12T15:18:41.247824,0x24374C76B5CF8604,0xC5050714D7852A85,NODE_JOINED,
2025-09-12T15:18:41.281711,0x24374C76B5CF8604,0xAD89E8BD0C51208E,NODE_JOINED,
